order_id,order_date,customer_age,gender,country,product_category,quantity,unit_price,discount,payment_method,total_price,is_returned
6032,2022-09-09 07:00:00,38,Female,USA,Books,9,466.19,0.18,UPI,3440.48,0
6033,2022-09-09 08:00:00,66,Female,Germany,Clothing,7,87.0,0.02,UPI,596.82,0
6034,2022-09-09 09:00:00,39,Female,Canada,Food,5,332.03,0.46,Credit Card,896.48,1
6035,2022-09-09 10:00:00,41,Male,UK,Clothing,8,412.65,0.03,Credit Card,3202.16,0
6036,2022-09-09 11:00:00,51,Female,Germany,Electronics,4,388.07,0.17,Cash,1288.39,0
6037,2022-09-09 12:00:00,20,Female,UK,Clothing,1,233.7,0.42,Debit Card,135.55,0
6038,2022-09-09 13:00:00,66,Female,India,Furniture,5,498.99,0.08,Debit Card,2295.35,0
6039,2022-09-09 14:00:00,44,Male,Canada,Food,6,241.85,0.19,Net Banking,1175.39,0
6040,2022-09-09 15:00:00,29,Male,Germany,Clothing,6,395.12,0.09,UPI,2157.36,0
6041,2022-09-09 16:00:00,42,Male,USA,Electronics,9,163.53,0.23,Debit Card,1133.26,0
6042,2022-09-09 17:00:00,33,Female,Germany,Electronics,3,245.46,0.05,Credit Card,699.56,0
6043,2022-09-09 18:00:00,65,Male,Germany,Furniture,4,154.83,0.23,Credit Card,476.88,1
6044,2022-09-09 19:00:00,43,Female,Canada,Food,5,407.54,0.24,Net Banking,1548.65,0
6045,2022-09-09 20:00:00,23,Male,USA,Electronics,7,248.33,0.46,Net Banking,938.69,0
6046,2022-09-09 21:00:00,40,Female,UK,Books,2,25.17,0.48,Credit Card,26.18,0
6047,2022-09-09 22:00:00,69,Female,USA,Furniture,8,66.37,0.34,Net Banking,350.43,0
6048,2022-09-09 23:00:00,52,Male,Germany,Electronics,1,446.86,0.46,Credit Card,241.3,0
6049,2022-09-10 00:00:00,47,Female,UK,Food,1,52.22,0.44,Cash,29.24,0
6050,2022-09-10 01:00:00,30,Male,USA,Books,9,115.16,0.11,Credit Card,922.43,0
6051,2022-09-10 02:00:00,62,Female,Germany,Electronics,1,350.97,0.22,Credit Card,273.76,1
6052,2022-09-10 03:00:00,38,Female,Canada,Books,1,244.86,0.26,Debit Card,181.2,0
6053,2022-09-10 04:00:00,64,Female,UK,Electronics,3,13.96,0.33,UPI,28.06,0
6054,2022-09-10 05:00:00,51,Female,Canada,Books,9,63.88,0.21,Debit Card,454.19,0
6055,2022-09-10 06:00:00,29,Female,Germany,Food,1,22.08,0.37,Net Banking,13.91,0
6056,2022-09-10 07:00:00,64,Female,Canada,Furniture,3,233.67,0.35,Cash,455.66,0
6057,2022-09-10 08:00:00,48,Male,India,Food,9,91.11,0.39,Debit Card,500.19,0
6058,2022-09-10 09:00:00,64,Female,UK,Books,5,354.05,0.3,UPI,1239.18,0
6059,2022-09-10 10:00:00,29,Male,Germany,Furniture,4,19.1,0.23,UPI,58.83,1
6060,2022-09-10 11:00:00,24,Female,Canada,Books,7,120.92,0.18,Net Banking,694.08,0
6061,2022-09-10 12:00:00,49,Female,UK,Electronics,3,257.23,0.22,Debit Card,601.92,1
6062,2022-09-10 13:00:00,52,Male,India,Books,4,145.61,0.38,Cash,361.11,1
6063,2022-09-10 14:00:00,59,Male,Germany,Books,1,291.53,0.2,UPI,233.22,0
6064,2022-09-10 15:00:00,39,Female,India,Electronics,6,323.36,0.42,Credit Card,1125.29,0
6065,2022-09-10 16:00:00,28,Female,India,Food,8,403.14,0.04,Cash,3096.12,0
6066,2022-09-10 17:00:00,45,Female,India,Furniture,1,143.46,0.16,Debit Card,120.51,0
6067,2022-09-10 18:00:00,35,Male,Germany,Electronics,8,451.66,0.01,Credit Card,3577.15,0
6068,2022-09-10 19:00:00,56,Male,UK,Clothing,8,72.22,0.25,UPI,433.32,0
6069,2022-09-10 20:00:00,24,Female,USA,Furniture,9,55.28,0.16,Credit Card,417.92,0
6070,2022-09-10 21:00:00,29,Female,Germany,Electronics,2,11.96,0.23,Net Banking,18.42,0
6071,2022-09-10 22:00:00,66,Female,India,Food,6,448.1,0.0,Debit Card,2688.6,0
6072,2022-09-10 23:00:00,47,Male,Germany,Furniture,6,236.59,0.13,Net Banking,1235.0,0
6073,2022-09-11 00:00:00,31,Female,Canada,Electronics,5,86.26,0.3,Credit Card,301.91,1
6074,2022-09-11 01:00:00,64,Female,UK,Electronics,5,98.25,0.22,Cash,383.18,0
6075,2022-09-11 02:00:00,37,Male,UK,Clothing,3,23.76,0.01,Credit Card,70.57,0
6076,2022-09-11 03:00:00,25,Male,Germany,Furniture,9,325.71,0.49,Debit Card,1495.01,0
6077,2022-09-11 04:00:00,34,Female,Canada,Electronics,8,172.76,0.34,Credit Card,912.17,1
6078,2022-09-11 05:00:00,24,Female,Germany,Books,5,200.14,0.02,Net Banking,980.69,0
6079,2022-09-11 06:00:00,58,Male,UK,Clothing,2,397.4,0.47,Cash,421.24,0
6080,2022-09-11 07:00:00,33,Male,USA,Books,9,352.82,0.49,Debit Card,1619.44,0
6081,2022-09-11 08:00:00,20,Male,Canada,Food,4,476.4,0.07,UPI,1772.21,0
6082,2022-09-11 09:00:00,28,Male,UK,Food,5,234.55,0.4,Cash,703.65,0
6083,2022-09-11 10:00:00,59,Male,Germany,Electronics,6,389.35,0.13,Credit Card,2032.41,0
6084,2022-09-11 11:00:00,60,Male,USA,Books,4,478.8,0.06,Cash,1800.29,1
6085,2022-09-11 12:00:00,58,Male,Canada,Furniture,2,56.42,0.38,Credit Card,69.96,0
6086,2022-09-11 13:00:00,47,Male,UK,Books,8,395.23,0.1,Net Banking,2845.66,0
6087,2022-09-11 14:00:00,28,Female,Germany,Clothing,6,390.05,0.23,Cash,1802.03,0
6088,2022-09-11 15:00:00,28,Female,Canada,Books,8,416.36,0.16,Net Banking,2797.94,0
6089,2022-09-11 16:00:00,49,Male,USA,Books,8,265.15,0.02,Credit Card,2078.78,0
6090,2022-09-11 17:00:00,35,Male,Germany,Furniture,2,302.89,0.35,Cash,393.76,0
6091,2022-09-11 18:00:00,53,Female,Canada,Books,7,28.88,0.38,UPI,125.34,0
6092,2022-09-11 19:00:00,54,Female,Canada,Clothing,4,243.73,0.47,Cash,516.71,0
6093,2022-09-11 20:00:00,54,Male,Germany,Clothing,2,449.13,0.41,Cash,529.97,1
6094,2022-09-11 21:00:00,35,Female,Canada,Food,9,264.57,0.08,Credit Card,2190.64,0
6095,2022-09-11 22:00:00,67,Female,Germany,Books,5,475.96,0.18,Debit Card,1951.44,0
6096,2022-09-11 23:00:00,39,Male,India,Furniture,1,44.76,0.2,Net Banking,35.81,0
6097,2022-09-12 00:00:00,45,Male,Canada,Food,9,21.07,0.37,Net Banking,119.47,0
6098,2022-09-12 01:00:00,43,Female,USA,Electronics,8,369.93,0.28,Debit Card,2130.8,0
6099,2022-09-12 02:00:00,65,Female,India,Books,3,440.02,0.23,Cash,1016.45,0
6100,2022-09-12 03:00:00,26,Female,UK,Furniture,3,390.72,0.17,Net Banking,972.89,0
6101,2022-09-12 04:00:00,51,Male,Canada,Food,1,215.25,0.26,Net Banking,159.28,0
6102,2022-09-12 05:00:00,65,Female,Canada,Books,6,26.68,0.27,Net Banking,116.86,0
6103,2022-09-12 06:00:00,27,Female,USA,Electronics,7,444.8,0.35,Cash,2023.84,0
6104,2022-09-12 07:00:00,29,Female,India,Electronics,7,282.01,0.01,UPI,1954.33,0
6105,2022-09-12 08:00:00,66,Male,Germany,Electronics,9,440.2,0.06,UPI,3724.09,0
6106,2022-09-12 09:00:00,65,Male,Canada,Furniture,4,448.27,0.12,Cash,1577.91,0
6107,2022-09-12 10:00:00,46,Female,Canada,Food,4,182.56,0.1,Net Banking,657.22,0
6108,2022-09-12 11:00:00,34,Male,USA,Electronics,5,199.74,0.21,Debit Card,788.97,0
6109,2022-09-12 12:00:00,66,Male,USA,Furniture,1,409.45,0.35,Net Banking,266.14,1
6110,2022-09-12 13:00:00,20,Female,UK,Furniture,8,292.18,0.34,Cash,1542.71,1
6111,2022-09-12 14:00:00,26,Male,Canada,Electronics,3,206.96,0.06,UPI,583.63,0
6112,2022-09-12 15:00:00,51,Male,Canada,Clothing,5,91.18,0.27,Debit Card,332.81,0
6113,2022-09-12 16:00:00,66,Female,Germany,Electronics,1,466.87,0.33,UPI,312.8,1
6114,2022-09-12 17:00:00,32,Female,India,Food,6,473.32,0.09,UPI,2584.33,0
6115,2022-09-12 18:00:00,58,Female,Canada,Clothing,2,59.18,0.47,Cash,62.73,0
6116,2022-09-12 19:00:00,19,Male,USA,Furniture,1,97.64,0.12,UPI,85.92,1
6117,2022-09-12 20:00:00,64,Female,Canada,Books,3,360.27,0.17,Net Banking,897.07,0
6118,2022-09-12 21:00:00,49,Male,India,Furniture,2,70.96,0.38,UPI,87.99,0
6119,2022-09-12 22:00:00,40,Male,UK,Books,7,315.15,0.27,Debit Card,1610.42,0
6120,2022-09-12 23:00:00,63,Male,Germany,Food,1,326.4,0.29,Cash,231.74,1
6121,2022-09-13 00:00:00,18,Male,Germany,Electronics,3,272.94,0.02,Cash,802.44,0
6122,2022-09-13 01:00:00,30,Male,India,Clothing,2,339.06,0.46,Net Banking,366.18,0
6123,2022-09-13 02:00:00,58,Male,Germany,Books,1,400.59,0.13,Debit Card,348.51,0
6124,2022-09-13 03:00:00,18,Female,Canada,Food,6,465.13,0.37,UPI,1758.19,0
6125,2022-09-13 04:00:00,46,Male,USA,Food,5,204.67,0.18,Net Banking,839.15,0
6126,2022-09-13 05:00:00,49,Male,India,Books,5,214.04,0.11,Net Banking,952.48,0
6127,2022-09-13 06:00:00,46,Female,USA,Food,8,253.14,0.09,UPI,1842.86,0
6128,2022-09-13 07:00:00,37,Male,USA,Books,7,110.44,0.05,Debit Card,734.43,0
6129,2022-09-13 08:00:00,69,Female,UK,Food,6,176.42,0.01,Debit Card,1047.93,0
6130,2022-09-13 09:00:00,50,Male,UK,Books,6,79.13,0.21,Credit Card,375.08,1
6131,2022-09-13 10:00:00,60,Female,Germany,Clothing,4,466.49,0.2,Net Banking,1492.77,1
6132,2022-09-13 11:00:00,61,Female,India,Clothing,8,278.78,0.38,Credit Card,1382.75,0
6133,2022-09-13 12:00:00,22,Female,Canada,Furniture,8,189.88,0.36,UPI,972.19,0
6134,2022-09-13 13:00:00,68,Female,UK,Clothing,4,63.16,0.31,Credit Card,174.32,0
6135,2022-09-13 14:00:00,35,Male,Germany,Books,2,473.96,0.02,UPI,928.96,0
6136,2022-09-13 15:00:00,47,Male,India,Furniture,2,492.08,0.38,Debit Card,610.18,0
6137,2022-09-13 16:00:00,56,Female,UK,Books,2,384.11,0.35,Cash,499.34,0
6138,2022-09-13 17:00:00,44,Male,India,Furniture,4,234.24,0.5,UPI,468.48,0
6139,2022-09-13 18:00:00,43,Male,USA,Clothing,4,93.72,0.4,Net Banking,224.93,0
6140,2022-09-13 19:00:00,36,Male,Canada,Clothing,3,50.69,0.01,Debit Card,150.55,0
6141,2022-09-13 20:00:00,69,Female,Canada,Books,8,278.18,0.25,Debit Card,1669.08,1
6142,2022-09-13 21:00:00,38,Male,USA,Electronics,3,95.06,0.47,Debit Card,151.15,0
6143,2022-09-13 22:00:00,65,Male,Canada,Books,7,384.16,0.4,Cash,1613.47,0
6144,2022-09-13 23:00:00,59,Male,USA,Food,7,350.13,0.48,UPI,1274.47,0
6145,2022-09-14 00:00:00,25,Male,UK,Books,8,294.91,0.25,Cash,1769.46,0
6146,2022-09-14 01:00:00,52,Male,USA,Furniture,4,118.52,0.25,Credit Card,355.56,0
6147,2022-09-14 02:00:00,46,Male,India,Clothing,9,119.61,0.12,Cash,947.31,0
6148,2022-09-14 03:00:00,50,Male,UK,Clothing,7,207.3,0.42,Debit Card,841.64,0
6149,2022-09-14 04:00:00,67,Female,USA,Clothing,1,322.17,0.26,UPI,238.41,0
6150,2022-09-14 05:00:00,56,Female,Canada,Books,8,345.29,0.22,Cash,2154.61,0
6151,2022-09-14 06:00:00,30,Female,USA,Books,3,169.62,0.31,Cash,351.11,0
6152,2022-09-14 07:00:00,42,Male,UK,Furniture,4,419.46,0.33,Cash,1124.15,0
6153,2022-09-14 08:00:00,64,Male,UK,Books,1,194.45,0.15,Cash,165.28,0
6154,2022-09-14 09:00:00,64,Female,Germany,Books,8,455.99,0.4,UPI,2188.75,1
6155,2022-09-14 10:00:00,25,Female,USA,Clothing,6,33.2,0.41,Credit Card,117.53,1
6156,2022-09-14 11:00:00,27,Male,UK,Clothing,2,321.0,0.25,Cash,481.5,1
6157,2022-09-14 12:00:00,57,Male,Germany,Clothing,3,40.31,0.08,Credit Card,111.26,0
6158,2022-09-14 13:00:00,63,Female,India,Clothing,1,328.03,0.23,Net Banking,252.58,0
6159,2022-09-14 14:00:00,51,Female,USA,Electronics,5,482.08,0.2,Debit Card,1928.32,0
6160,2022-09-14 15:00:00,48,Male,USA,Clothing,7,486.54,0.46,Cash,1839.12,0
6161,2022-09-14 16:00:00,53,Male,Canada,Clothing,1,250.44,0.36,UPI,160.28,0
6162,2022-09-14 17:00:00,52,Male,UK,Books,6,30.5,0.47,UPI,96.99,0
6163,2022-09-14 18:00:00,57,Female,USA,Electronics,4,404.83,0.13,Cash,1408.81,0
6164,2022-09-14 19:00:00,20,Female,India,Electronics,4,475.79,0.01,UPI,1884.13,0
6165,2022-09-14 20:00:00,47,Male,Canada,Food,7,404.33,0.17,UPI,2349.16,0
6166,2022-09-14 21:00:00,57,Male,India,Furniture,5,343.5,0.38,UPI,1064.85,0
6167,2022-09-14 22:00:00,40,Female,Germany,Electronics,9,489.9,0.34,Debit Card,2910.01,0
6168,2022-09-14 23:00:00,53,Female,UK,Clothing,7,222.4,0.46,UPI,840.67,1
6169,2022-09-15 00:00:00,18,Male,Canada,Electronics,4,396.58,0.32,Cash,1078.7,0
6170,2022-09-15 01:00:00,44,Female,UK,Furniture,2,494.79,0.36,UPI,633.33,1
6171,2022-09-15 02:00:00,22,Female,UK,Furniture,9,88.58,0.47,Debit Card,422.53,1
6172,2022-09-15 03:00:00,61,Male,Canada,Food,6,404.31,0.23,Debit Card,1867.91,0
6173,2022-09-15 04:00:00,65,Male,Germany,Food,2,6.94,0.03,UPI,13.46,0
6174,2022-09-15 05:00:00,27,Male,UK,Electronics,6,90.8,0.16,Debit Card,457.63,0
6175,2022-09-15 06:00:00,24,Female,Germany,Electronics,3,489.8,0.35,UPI,955.11,0
6176,2022-09-15 07:00:00,47,Male,USA,Books,5,374.16,0.44,Net Banking,1047.65,0
6177,2022-09-15 08:00:00,23,Male,India,Clothing,9,475.72,0.17,UPI,3553.63,0
6178,2022-09-15 09:00:00,19,Male,Canada,Books,5,412.39,0.1,UPI,1855.76,0
6179,2022-09-15 10:00:00,40,Female,Canada,Furniture,6,158.21,0.09,Debit Card,863.83,0
6180,2022-09-15 11:00:00,44,Female,Canada,Furniture,7,194.46,0.15,UPI,1157.04,0
6181,2022-09-15 12:00:00,47,Male,Canada,Clothing,5,197.53,0.18,Net Banking,809.87,1
6182,2022-09-15 13:00:00,23,Female,USA,Clothing,1,226.99,0.44,Cash,127.11,0
6183,2022-09-15 14:00:00,34,Male,India,Books,1,159.1,0.3,Cash,111.37,0
6184,2022-09-15 15:00:00,44,Male,India,Electronics,6,268.98,0.36,Cash,1032.88,0
6185,2022-09-15 16:00:00,62,Female,Germany,Clothing,1,330.89,0.23,Net Banking,254.79,0
6186,2022-09-15 17:00:00,44,Female,India,Food,4,451.97,0.4,Net Banking,1084.73,0
6187,2022-09-15 18:00:00,32,Male,Canada,Electronics,4,498.93,0.25,Cash,1496.79,0
6188,2022-09-15 19:00:00,42,Female,India,Food,1,376.1,0.11,Debit Card,334.73,0
6189,2022-09-15 20:00:00,26,Male,USA,Electronics,4,490.7,0.17,UPI,1629.12,0
6190,2022-09-15 21:00:00,37,Female,UK,Furniture,3,23.84,0.11,Net Banking,63.65,0
6191,2022-09-15 22:00:00,47,Female,USA,Books,2,485.8,0.03,Cash,942.45,0
6192,2022-09-15 23:00:00,29,Male,UK,Books,6,193.31,0.18,Net Banking,951.09,0
6193,2022-09-16 00:00:00,64,Female,Canada,Food,5,208.52,0.1,UPI,938.34,1
6194,2022-09-16 01:00:00,39,Female,UK,Clothing,6,27.52,0.44,UPI,92.47,0
6195,2022-09-16 02:00:00,20,Female,USA,Food,1,95.78,0.47,Debit Card,50.76,0
6196,2022-09-16 03:00:00,44,Male,USA,Books,9,458.6,0.1,Credit Card,3714.66,0
6197,2022-09-16 04:00:00,66,Male,Canada,Electronics,1,331.75,0.16,UPI,278.67,0
6198,2022-09-16 05:00:00,61,Female,India,Electronics,1,322.01,0.11,UPI,286.59,0
6199,2022-09-16 06:00:00,22,Female,India,Electronics,6,370.6,0.43,Cash,1267.45,0
6200,2022-09-16 07:00:00,40,Male,Germany,Clothing,7,465.2,0.08,Cash,2995.89,0
6201,2022-09-16 08:00:00,36,Male,India,Clothing,5,425.61,0.03,Net Banking,2064.21,0
6202,2022-09-16 09:00:00,56,Female,Canada,Electronics,3,380.68,0.26,UPI,845.11,0
6203,2022-09-16 10:00:00,19,Female,Canada,Food,3,402.83,0.44,Net Banking,676.75,0
6204,2022-09-16 11:00:00,22,Male,Canada,Food,9,101.13,0.35,Credit Card,591.61,0
6205,2022-09-16 12:00:00,57,Female,India,Books,3,440.57,0.12,Credit Card,1163.1,0
6206,2022-09-16 13:00:00,37,Female,India,Food,1,410.48,0.41,Net Banking,242.18,0
6207,2022-09-16 14:00:00,45,Female,Germany,Clothing,6,142.53,0.16,UPI,718.35,0
6208,2022-09-16 15:00:00,25,Female,Germany,Clothing,6,383.65,0.08,Cash,2117.75,0
6209,2022-09-16 16:00:00,66,Male,USA,Food,2,288.09,0.16,Credit Card,483.99,1
6210,2022-09-16 17:00:00,47,Male,USA,Electronics,5,37.99,0.18,Credit Card,155.76,0
6211,2022-09-16 18:00:00,52,Male,India,Clothing,7,237.62,0.04,Cash,1596.81,0
6212,2022-09-16 19:00:00,42,Male,Germany,Books,7,161.18,0.25,Credit Card,846.2,0
6213,2022-09-16 20:00:00,30,Female,Germany,Furniture,1,194.86,0.17,Credit Card,161.73,0
6214,2022-09-16 21:00:00,23,Male,India,Food,5,312.45,0.08,Debit Card,1437.27,0
6215,2022-09-16 22:00:00,62,Male,India,Food,5,368.93,0.41,Cash,1088.34,1
6216,2022-09-16 23:00:00,31,Female,India,Electronics,5,457.91,0.0,Cash,2289.55,0
6217,2022-09-17 00:00:00,66,Male,Germany,Food,8,387.95,0.37,Credit Card,1955.27,0
6218,2022-09-17 01:00:00,56,Female,UK,Clothing,5,299.83,0.42,Debit Card,869.51,0
6219,2022-09-17 02:00:00,33,Male,USA,Furniture,9,220.42,0.38,Net Banking,1229.94,0
6220,2022-09-17 03:00:00,18,Male,UK,Electronics,2,244.62,0.01,Cash,484.35,0
6221,2022-09-17 04:00:00,67,Male,India,Clothing,8,46.49,0.46,UPI,200.84,0
6222,2022-09-17 05:00:00,69,Male,USA,Electronics,2,115.13,0.47,Debit Card,122.04,0
6223,2022-09-17 06:00:00,22,Female,India,Electronics,3,33.7,0.17,Credit Card,83.91,0
6224,2022-09-17 07:00:00,63,Male,UK,Furniture,7,15.87,0.33,Debit Card,74.43,0
6225,2022-09-17 08:00:00,40,Female,India,Electronics,2,260.66,0.46,UPI,281.51,0
6226,2022-09-17 09:00:00,48,Male,Canada,Clothing,7,236.86,0.43,UPI,945.07,0
6227,2022-09-17 10:00:00,50,Female,Canada,Books,9,442.13,0.35,Debit Card,2586.46,1
6228,2022-09-17 11:00:00,49,Female,Germany,Books,2,152.35,0.09,Cash,277.28,1
6229,2022-09-17 12:00:00,63,Male,UK,Electronics,6,219.23,0.09,Debit Card,1197.0,0
6230,2022-09-17 13:00:00,54,Male,Canada,Furniture,6,142.0,0.37,Net Banking,536.76,1
6231,2022-09-17 14:00:00,21,Male,Germany,Furniture,2,266.78,0.16,UPI,448.19,0
6232,2022-09-17 15:00:00,53,Female,Germany,Furniture,8,157.24,0.14,Net Banking,1081.81,0
6233,2022-09-17 16:00:00,37,Female,Canada,Clothing,5,454.89,0.27,UPI,1660.35,0
6234,2022-09-17 17:00:00,52,Male,Germany,Books,6,149.52,0.23,Cash,690.78,1
6235,2022-09-17 18:00:00,35,Male,India,Electronics,8,499.2,0.01,Net Banking,3953.66,0
6236,2022-09-17 19:00:00,62,Male,UK,Electronics,4,297.51,0.02,Debit Card,1166.24,0
6237,2022-09-17 20:00:00,21,Male,USA,Clothing,6,148.98,0.22,Debit Card,697.23,0
6238,2022-09-17 21:00:00,26,Male,USA,Food,7,228.34,0.09,Credit Card,1454.53,1
6239,2022-09-17 22:00:00,19,Female,India,Electronics,5,183.43,0.46,Cash,495.26,0
6240,2022-09-17 23:00:00,33,Male,Canada,Furniture,1,250.57,0.01,Credit Card,248.06,0
6241,2022-09-18 00:00:00,59,Male,Germany,Furniture,7,212.65,0.34,Net Banking,982.44,0
6242,2022-09-18 01:00:00,26,Female,India,Books,3,253.8,0.39,Cash,464.45,0
6243,2022-09-18 02:00:00,40,Male,UK,Food,2,220.25,0.15,Debit Card,374.42,0
6244,2022-09-18 03:00:00,28,Female,Germany,Food,3,491.78,0.49,Cash,752.42,1
6245,2022-09-18 04:00:00,62,Male,USA,Books,7,483.6,0.45,Cash,1861.86,0
6246,2022-09-18 05:00:00,30,Male,UK,Electronics,3,329.4,0.22,Debit Card,770.8,0
6247,2022-09-18 06:00:00,21,Female,Canada,Food,5,377.43,0.47,Cash,1000.19,0
6248,2022-09-18 07:00:00,40,Female,USA,Books,8,63.59,0.27,Credit Card,371.37,0
6249,2022-09-18 08:00:00,30,Female,USA,Food,5,265.47,0.11,UPI,1181.34,0
6250,2022-09-18 09:00:00,43,Male,Canada,Books,8,436.57,0.43,Credit Card,1990.76,0
6251,2022-09-18 10:00:00,44,Male,Canada,Food,3,374.56,0.3,UPI,786.58,0
6252,2022-09-18 11:00:00,58,Female,India,Clothing,9,7.37,0.21,Credit Card,52.4,0
6253,2022-09-18 12:00:00,59,Female,Canada,Electronics,4,406.65,0.3,Net Banking,1138.62,0
6254,2022-09-18 13:00:00,18,Male,India,Furniture,4,330.01,0.18,Net Banking,1082.43,0
6255,2022-09-18 14:00:00,56,Female,Germany,Food,4,351.04,0.22,Cash,1095.24,0
6256,2022-09-18 15:00:00,45,Female,India,Furniture,3,487.31,0.07,Debit Card,1359.59,0
6257,2022-09-18 16:00:00,58,Female,Canada,Clothing,4,103.37,0.3,Debit Card,289.44,0
6258,2022-09-18 17:00:00,54,Female,Canada,Food,4,23.87,0.11,Credit Card,84.98,0
6259,2022-09-18 18:00:00,39,Female,Canada,Food,7,6.92,0.41,Net Banking,28.58,0
6260,2022-09-18 19:00:00,39,Female,UK,Food,2,183.1,0.3,Net Banking,256.34,0
6261,2022-09-18 20:00:00,24,Male,India,Electronics,4,492.12,0.29,Cash,1397.62,0
6262,2022-09-18 21:00:00,30,Male,USA,Books,1,142.88,0.16,UPI,120.02,0
6263,2022-09-18 22:00:00,25,Female,Germany,Food,5,257.85,0.31,UPI,889.58,0
6264,2022-09-18 23:00:00,21,Male,USA,Books,6,385.76,0.48,Net Banking,1203.57,1
6265,2022-09-19 00:00:00,28,Male,Germany,Electronics,4,46.26,0.13,Debit Card,160.98,1
6266,2022-09-19 01:00:00,45,Male,UK,Books,3,118.03,0.04,UPI,339.93,0
6267,2022-09-19 02:00:00,67,Male,Germany,Furniture,5,173.59,0.4,Cash,520.77,0
6268,2022-09-19 03:00:00,67,Female,Germany,Electronics,5,326.48,0.42,Net Banking,946.79,0
6269,2022-09-19 04:00:00,42,Male,India,Books,6,273.56,0.44,UPI,919.16,0
6270,2022-09-19 05:00:00,67,Female,USA,Clothing,4,208.56,0.46,Credit Card,450.49,0
6271,2022-09-19 06:00:00,64,Female,UK,Furniture,3,35.31,0.16,Debit Card,88.98,0
6272,2022-09-19 07:00:00,27,Male,Canada,Furniture,5,90.21,0.01,Credit Card,446.54,0
6273,2022-09-19 08:00:00,62,Male,Germany,Food,6,265.1,0.3,UPI,1113.42,0
6274,2022-09-19 09:00:00,62,Female,USA,Books,6,374.57,0.07,Net Banking,2090.1,0
6275,2022-09-19 10:00:00,54,Male,Canada,Electronics,7,439.69,0.03,Credit Card,2985.5,0
6276,2022-09-19 11:00:00,26,Female,UK,Books,9,45.74,0.49,Credit Card,209.95,0
6277,2022-09-19 12:00:00,27,Male,Germany,Furniture,6,404.91,0.5,Cash,1214.73,0
6278,2022-09-19 13:00:00,53,Female,India,Books,6,107.65,0.48,UPI,335.87,1
6279,2022-09-19 14:00:00,19,Female,Germany,Books,7,275.17,0.49,Cash,982.36,0
6280,2022-09-19 15:00:00,56,Female,Canada,Books,5,178.62,0.0,Cash,893.1,0
6281,2022-09-19 16:00:00,38,Male,Canada,Furniture,3,478.78,0.1,UPI,1292.71,0
6282,2022-09-19 17:00:00,63,Male,India,Furniture,7,389.12,0.22,Cash,2124.6,0
6283,2022-09-19 18:00:00,43,Female,Canada,Clothing,6,383.36,0.25,Net Banking,1725.12,0
6284,2022-09-19 19:00:00,62,Male,India,Books,7,67.47,0.06,Credit Card,443.95,0
6285,2022-09-19 20:00:00,43,Female,Canada,Furniture,5,263.85,0.35,Debit Card,857.51,0
6286,2022-09-19 21:00:00,23,Male,India,Furniture,2,331.65,0.23,Cash,510.74,0
6287,2022-09-19 22:00:00,18,Male,Canada,Clothing,5,319.09,0.2,Cash,1276.36,0
6288,2022-09-19 23:00:00,57,Male,Germany,Food,3,310.63,0.37,UPI,587.09,0
6289,2022-09-20 00:00:00,24,Female,Germany,Electronics,2,192.18,0.16,Net Banking,322.86,0
6290,2022-09-20 01:00:00,24,Female,India,Electronics,8,281.43,0.01,Credit Card,2228.93,0
6291,2022-09-20 02:00:00,57,Female,USA,Electronics,5,327.71,0.34,Net Banking,1081.44,0
6292,2022-09-20 03:00:00,68,Male,USA,Clothing,5,54.49,0.46,UPI,147.12,0
6293,2022-09-20 04:00:00,35,Male,USA,Food,7,78.79,0.32,Cash,375.04,0
6294,2022-09-20 05:00:00,29,Female,USA,Clothing,6,305.69,0.19,Cash,1485.65,0
6295,2022-09-20 06:00:00,35,Male,UK,Electronics,1,385.17,0.02,Cash,377.47,0
6296,2022-09-20 07:00:00,55,Male,India,Clothing,6,392.97,0.47,Cash,1249.64,0
6297,2022-09-20 08:00:00,48,Male,India,Furniture,6,315.95,0.19,Credit Card,1535.52,0
6298,2022-09-20 09:00:00,68,Female,India,Clothing,2,497.63,0.45,Cash,547.39,0
6299,2022-09-20 10:00:00,67,Female,Canada,Food,4,453.03,0.48,Cash,942.3,1
6300,2022-09-20 11:00:00,27,Male,Canada,Furniture,2,36.92,0.31,Debit Card,50.95,0
6301,2022-09-20 12:00:00,30,Male,Canada,Food,9,136.98,0.28,Net Banking,887.63,0
6302,2022-09-20 13:00:00,35,Female,USA,Books,4,389.79,0.46,Net Banking,841.95,1
6303,2022-09-20 14:00:00,54,Male,Germany,Clothing,1,32.35,0.38,Debit Card,20.06,0
6304,2022-09-20 15:00:00,50,Male,USA,Books,7,220.18,0.08,Credit Card,1417.96,0
6305,2022-09-20 16:00:00,21,Male,UK,Furniture,7,33.49,0.26,UPI,173.48,0
6306,2022-09-20 17:00:00,30,Male,India,Furniture,9,478.37,0.02,UPI,4219.22,0
6307,2022-09-20 18:00:00,65,Female,Canada,Furniture,6,249.36,0.28,Debit Card,1077.24,0
6308,2022-09-20 19:00:00,55,Female,Canada,Food,3,234.12,0.3,UPI,491.65,0
6309,2022-09-20 20:00:00,25,Male,Canada,Electronics,3,153.1,0.46,UPI,248.02,0
6310,2022-09-20 21:00:00,64,Male,UK,Food,8,223.36,0.38,UPI,1107.87,0
